MUNICIPIO IBGE;Min - DATA INÍCIO;Count - NOME INSTITUIÇÃO                                                                                                                                                                                        ;ano;mês;anomes
4216008;4/5/1982;2;1982;5;19825
4216107;9/12/1986;1;1986;12;198612
4216206;11/12/1960;5;1960;12;196012
4216305;;3;;;
4216404;;1;;;
4216503;6/5/1968;3;1968;5;19685
4216602;7/11/1986;21;1986;11;198611
4216701;;2;;;
4216800;;1;;;
4216909;10/10/2016;3;2016;10;201610
4217006;;2;;;
4217204;1/12/1965;3;1965;12;196512
4217303;;1;;;
4217402;;1;;;
4217501;11/11/1976;2;1976;11;197611
4217600;4/7/1960;2;1960;7;19607
4217709;4/12/1982;2;1982;12;198212
4217808;6/5/1968;3;1968;5;19685
4217907;;2;;;
4218004;6/5/1968;4;1968;5;19685
4218202;6/5/1968;4;1968;5;19685
4218301;;1;;;
4218400;;1;;;
4218509;11/11/2004;1;2004;11;200411
4218608;;1;;;
4218707;9/1/1942;10;1942;1;19421
4218756;;1;;;
4218806;8/11/1976;3;1976;11;197611
4218905;;2;;;
4219002;10/12/1976;2;1976;12;197612
4219200;;1;;;
4219309;12/6/1958;6;1958;6;19586
4219507;6/5/1968;5;1968;5;19685
4219606;9/8/2004;1;2004;8;20048
4219705;7/12/1976;3;1976;12;197612
4300034;;1;;;
4300059;;2;;;
4300109;;2;;;
4300208;8/11/1986;2;1986;11;198611
4300307;8/5/1975;1;1975;5;19755
4300406;2/1/1941;6;1941;1;19411
4300455;8/12/2013;1;2013;12;201312
4300505;;1;;;
4300604;10/12/1973;7;1973;12;197312
4300638;8/5/2005;1;2005;5;20055
4300646;8/11/2005;1;2005;11;200511
4300703;;1;;;
4300802;3/1/1947;3;1947;1;19471
4300901;6/6/1963;2;1963;6;19636
4301008;1/2/1947;3;1947;2;19472
4301057;;1;;;
4301107;4/2/1981;2;1981;2;19812
4301206;7/7/1986;2;1986;7;19867
4301305;3/1/1947;4;1947;1;19471
4301404;10/6/1972;3;1972;6;19726
4301503;;2;;;
4301552;;2;;;
4301602;2/1/1943;8;1943;1;19431
4301636;5/12/2002;1;2002;12;200212
4301651;9/1/1988;1;1988;1;19881
4301701;5/12/1977;1;1977;12;197712
4301750;;1;;;
4301800;;1;;;
4301909;11/7/1956;2;1956;7;19567
4301958;8/5/2005;1;2005;5;20055
4302006;12/11/1973;2;1973;11;197311
4302105;1/9/1929;17;1929;9;19299
4302204;12/10/1973;2;1973;10;197310
4302238;8/1/2013;1;2013;1;20131
4302303;2/2/1929;3;1929;2;19292
4302352;4/12/1991;3;1991;12;199112
4302402;;1;;;
4302451;;1;;;
4302501;;2;;;
4302709;6/1/1989;2;1989;1;19891
4302808;3/1/1947;5;1947;1;19471
4302907;8/9/1971;3;1971;9;19719
4303004;5/5/1919;8;1919;5;19195
4303103;8/5/1963;10;1963;5;19635
4303202;;1;;;
4303301;12/12/1986;2;1986;12;198612
4303400;;1;;;
4303509;1/2/1931;6;1931;2;19312
4303608;;1;;;
4303673;8/12/2013;1;2013;12;201312
4303707;;1;;;
4303806;6/1/1989;3;1989;1;19891
4303905;2/3/1947;6;1947;3;19473
4304002;;2;;;
4304200;9/6/1965;4;1965;6;19656
4304309;;2;;;
4304358;;1;;;
4304408;9/12/1978;5;1978;12;197812
4304507;5/10/1965;5;1965;10;196510
4304606;2/3/1959;34;1959;3;19593
4304630;10/9/1982;6;1982;9;19829
4304663;;2;;;
4304671;8/5/2005;2;2005;5;20055
4304689;;1;;;
4304705;9/12/1934;7;1934;12;193412
4304713;;1;;;
4304804;1/2/1947;3;1947;2;19472
4304903;9/12/1986;3;1986;12;198612
4305009;8/2/1976;2;1976;2;19762
4305108;3/10/1936;62;1936;10;193610
4305116;;1;;;
4305124;9/11/2006;1;2006;11;200611
4305132;9/1/1988;1;1988;1;19881
4305173;;1;;;
4305207;11/1/1968;3;1968;1;19681
4305306;10/6/1981;2;1981;6;19816
4305355;6/11/1962;4;1962;11;196211
4305405;;1;;;
4305439;;2;;;
4305454;1/2/1990;1;1990;2;19902
4305504;;1;;;
4305603;;2;;;
4305702;;2;;;
4305801;11/8/1982;3;1982;8;19828
4305900;7/4/1981;2;1981;4;19814
4305959;11/5/1982;1;1982;5;19825
4306007;6/1/1989;2;1989;1;19891
4306056;7/10/2006;1;2006;10;200610
4306106;3/5/1929;7;1929;5;19295
4306205;6/1/1989;2;1989;1;19891
4306304;4/12/2006;2;2006;12;200612
4306320;;1;;;
4306379;;1;;;
4306403;10/11/1982;5;1982;11;198211
4306452;8/5/2005;2;2005;5;20055
4306502;6/1/1987;2;1987;1;19871
4306601;6/6/1960;6;1960;6;19606
4306700;;1;;;
4306734;;2;;;
4306767;;3;;;
4306809;8/12/1985;5;1985;12;198512
4306908;3/1/1947;3;1947;1;19471
4306932;;2;;;
4306957;;1;;;
4306973;5/2/1989;1;1989;2;19892
4307005;12/10/1943;10;1943;10;194310
4307054;;1;;;
4307104;2/3/1947;1;1947;3;19473
4307203;;1;;;
4307302;1/6/1983;2;1983;6;19836
4307401;12/9/1977;2;1977;9;19779
4307500;11/8/1978;3;1978;8;19788
4307559;;1;;;
4307609;11/5/1966;5;1966;5;19665
4307708;9/12/1959;7;1959;12;195912
4307807;3/1/1947;4;1947;1;19471
4307815;;1;;;
4307831;;1;;;
4307906;12/9/1985;7;1985;9;19859
4308003;2/2/1970;3;1970;2;19702
4308078;;1;;;
4308102;11/9/1978;2;1978;9;19789
4308201;12/5/1980;5;1980;5;19805
4308300;;2;;;
4308409;;1;;;
4308458;3/8/1983;2;1983;8;19838
4308508;12/1/1961;4;1961;1;19611
4308607;6/11/1930;6;1930;11;193011
4308656;;1;;;
4308706;3/7/1983;1;1983;7;19837
4308805;1/2/1947;1;1947;2;19472
4308904;1/2/1947;3;1947;2;19472
4309001;1/2/1947;3;1947;2;19472
4309050;;1;;;
4309100;2/7/1953;6;1953;7;19537
4309159;;1;;;
4309209;2/3/1947;15;1947;3;19473
4309308;9/1/1953;6;1953;1;19531
4309407;9/12/2000;4;2000;12;200012
4309506;11/10/1978;2;1978;10;197810
4309555;;1;;;
4309605;8/12/1985;4;1985;12;198512
4309654;;1;;;
4309704;11/12/1969;1;1969;12;196912
4309753;;1;;;
4309803;;1;;;
4309902;8/11/1975;2;1975;11;197511
4309951;3/12/2012;1;2012;12;201212
4310009;3/6/1964;4;1964;6;19646
4310108;5/10/1977;5;1977;10;197710
4310207;1/5/1950;10;1950;5;19505
4310306;;1;;;
4310330;11/6/1995;2;1995;6;19956
4310363;12/4/1995;1;1995;4;19954
4310405;;2;;;
4310439;;1;;;
4310504;;1;;;
4310553;;1;;;
4310603;2/7/1929;5;1929;7;19297
4310702;9/5/1979;1;1979;5;19795
4310801;6/1/1989;3;1989;1;19891
4310900;;1;;;
4311007;6/11/1930;4;1930;11;193011
4311106;1/9/1964;3;1964;9;19649
4311130;;1;;;
4311155;1/5/1983;1;1983;5;19835
4311205;7/8/1931;3;1931;8;19318
4311254;12/12/2011;1;2011;12;201112
4311304;11/4/1929;5;1929;4;19294
4311403;12/6/1973;9;1973;6;19736
4311502;3/1/1947;2;1947;1;19471
4311601;5/10/1977;1;1977;10;197710
4311700;;2;;;
4311718;;1;;;
4311759;8/1/2005;1;2005;1;20051
4311775;8/5/2005;1;2005;5;20055
4311791;;1;;;
4311809;10/10/1978;6;1978;10;197810
4311908;3/1/1947;2;1947;1;19471
4311981;;1;;;
4312005;;1;;;
4312104;;1;;;
4312203;;1;;;
4312252;;1;;;
4312302;;1;;;
4312401;3/1/1947;6;1947;1;19471
4312500;11/5/1982;3;1982;5;19825
4312609;1/2/1947;2;1947;2;19472
4312658;2/6/1983;5;1983;6;19836
4312708;9/6/1976;2;1976;6;19766
4312757;;1;;;
4312807;;1;;;
4312906;6/1/1989;3;1989;1;19891
4313003;;1;;;
4313037;;1;;;
4313060;12/1/1988;3;1988;1;19881
4313086;12/11/1995;1;1995;11;199511
4313102;7/11/1975;2;1975;11;197511
4313201;7/10/1978;4;1978;10;197810
4313300;3/1/1947;5;1947;1;19471
4313359;;1;;;
4313375;5/2/2012;3;2012;2;20122
4313391;;1;;;
4313409;3/8/1951;30;1951;8;19518
4313508;3/7/1929;7;1929;7;19297
4313607;1/3/1977;1;1977;3;19773
4313656;3/7/1983;3;1983;7;19837
4313706;10/5/1954;4;1954;5;19545
4313805;5/6/1982;2;1982;6;19826
4313904;3/6/1964;5;1964;6;19646
4313953;5/2/1988;2;1988;2;19882
4314001;;1;;;
4314027;4/12/1991;2;1991;12;199112
4314035;;1;;;
4314050;8/12/1985;5;1985;12;198512
4314068;;1;;;
4314076;;1;;;
4314100;12/6/1973;24;1973;6;19736
4314159;12/4/1995;1;1995;4;19954
4314209;;1;;;
4314308;;2;;;
4314407;6/6/1972;28;1972;6;19726
4314423;12/11/1995;1;1995;11;199511
4314472;;1;;;
4314498;3/10/2008;1;2008;10;200810
4314506;3/1/1947;3;1947;1;19471
4314605;8/2/1954;2;1954;2;19542
4314704;11/4/1981;2;1981;4;19814
4314779;;1;;;
4314803;9/12/1986;5;1986;12;198612
4314902;3/1/1916;278;1916;1;19161
4315008;;1;;;
4315107;12/12/1986;2;1986;12;198612
4315131;;1;;;
4315156;;1;;;
4315206;;1;;;
4315305;3/9/1942;3;1942;9;19429
4315321;;1;;;
4315404;;1;;;
4315503;2/3/1947;3;1947;3;19473
4315602;12/1/1928;14;1928;1;19281
4315701;3/1/1947;3;1947;1;19471
4315750;8/5/2005;1;2005;5;20055
4315800;6/1/1989;2;1989;1;19891
4315909;;1;;;
4316006;12/6/1973;2;1973;6;19736
4316105;8/2/1982;2;1982;2;19822
4316204;2/5/1974;1;1974;5;19745
4316303;11/5/1974;2;1974;5;19745
4316402;3/1/1947;4;1947;1;19471
4316436;;1;;;
4316451;4/12/1991;3;1991;12;199112
4316501;5/9/1986;2;1986;9;19869
4316600;7/2/1948;3;1948;2;19482
4316709;;2;;;
4316758;;1;;;
4316808;8/12/1985;14;1985;12;198512
4316907;11/12/1939;29;1939;12;193912
4316956;;1;;;
4317004;;1;;;
4317103;12/2/1918;6;1918;2;19182
4317202;3/9/1955;8;1955;9;19559
4317301;3/1/1947;4;1947;1;19471
4317400;1/4/1963;5;1963;4;19634
4317509;4/8/1931;7;1931;8;19318
4317608;10/11/1978;5;1978;11;197811
4317707;;1;;;
4317756;;1;;;
4317806;2/11/1963;3;1963;11;196311
4317905;6/1/1989;3;1989;1;19891
4318002;1/11/1929;6;1929;11;192911
4318051;;1;;;
4318101;3/1/1947;3;1947;1;19471
4318200;;3;;;
4318309;2/11/1953;7;1953;11;195311
4318408;9/10/1930;3;1930;10;193010
4318424;;1;;;
4318440;;1;;;
4318481;8/11/2005;1;2005;11;200511
4318507;7/6/1975;3;1975;6;19756
4318606;9/2/1982;2;1982;2;19822
4318622;9/10/2004;2;2004;10;200410
4318705;1/11/1971;22;1971;11;197111
4318804;10/11/1958;5;1958;11;195811
4318903;1/2/1947;4;1947;2;19472
4319000;6/6/1981;4;1981;6;19816
4319109;;2;;;
4319125;;1;;;
4319158;;2;;;
4319208;;1;;;
4319307;;2;;;
4319406;4/3/1981;3;1981;3;19813
4319505;2/5/1974;5;1974;5;19745
4319604;6/3/1960;4;1960;3;19603
4319752;;1;;;
4319802;4/12/1991;2;1991;12;199112
4319901;3/12/1964;7;1964;12;196412
4320008;12/8/1980;9;1980;8;19808
4320107;1/2/1947;3;1947;2;19472
4320206;;2;;;
4320263;;1;;;
4320305;;1;;;
4320354;;1;;;
4320404;10/12/1970;3;1970;12;197012
4320503;9/12/1986;2;1986;12;198612
4320552;12/12/2014;2;2014;12;201412
4320602;;1;;;
4320651;9/1/1988;1;1988;1;19881
4320677;;1;;;
4320701;3/1/1947;3;1947;1;19471
4320800;1/8/1962;4;1962;8;19628
4320909;;3;;;
4321006;8/5/2013;3;2013;5;20135
4321105;10/6/1945;4;1945;6;19456
4321204;2/3/1947;6;1947;3;19473
4321303;1/2/1947;3;1947;2;19472
4321352;;1;;;
4321402;12/2/1961;3;1961;2;19612
4321436;2/1/1991;1;1991;1;19911
4321451;7/1/1997;4;1997;1;19971
4321477;;1;;;
4321501;12/9/1985;6;1985;9;19859
4321600;2/12/1962;7;1962;12;196212
4321634;5/2/1990;1;1990;2;19902
4321667;4/12/1991;2;1991;12;199112
4321709;6/5/1981;3;1981;5;19815
4321808;11/9/1976;4;1976;9;19769
4321857;11/12/2012;1;2012;12;201212
4321907;5/2/1954;4;1954;2;19542
4321956;8/5/2005;1;2005;5;20055
4322004;10/10/1986;4;1986;10;198610
4322103;10/12/1972;2;1972;12;197212
4322202;;3;;;
4322251;8/5/2005;1;2005;5;20055
4322301;1/5/1983;2;1983;5;19835
4322400;12/5/1921;7;1921;5;19215
4322509;3/10/1942;7;1942;10;194210
4322525;;1;;;
4322533;;1;;;
4322541;;1;;;
4322608;8/11/1964;6;1964;11;196411
4322707;6/6/1981;3;1981;6;19816
4322806;8/12/1985;5;1985;12;198512
4322905;6/1/1989;2;1989;1;19891
4323002;3/3/1986;12;1986;3;19863
4323101;;1;;;
4323200;;2;;;
4323309;;1;;;
4323408;;1;;;
4323457;2/4/2013;1;2013;4;20134
4323804;8/11/2005;1;2005;11;200511
5000203;;1;;;
5000609;8/2/1971;3;1971;2;19712
5000708;;1;;;
5000807;;1;;;
5000906;;1;;;
5001003;10/1/2012;3;2012;1;20121
5001102;5/8/1940;5;1940;8;19408
5001243;;1;;;
5001508;;1;;;
5001904;10/4/1976;3;1976;4;19764
5002001;8/7/1987;1;1987;7;19877
5002100;;2;;;
5002209;3/9/1979;3;1979;9;19799
5002308;;1;;;
5002407;10/4/1976;3;1976;4;19764
5002605;3/8/1976;2;1976;8;19768
5002704;3/7/1923;78;1923;7;19237
5002902;;4;;;
5002951;3/6/1991;4;1991;6;19916
5003207;11/1/1947;5;1947;1;19471
5003256;;2;;;
5003306;7/9/1981;3;1981;9;19819
5003454;;1;;;
5003504;;1;;;
5003702;10/8/1960;16;1960;8;19608
5003751;4/8/1985;1;1985;8;19858
5003801;3/6/1976;3;1976;6;19766
5004007;;1;;;
5004106;;1;;;
5004304;;1;;;
5004403;;1;;;
5004502;;2;;;
5004601;;1;;;
5004700;;3;;;
5005004;3/5/1985;3;1985;5;19855
5005251;;1;;;
5005400;;3;;;
5005608;7/5/1965;3;1965;5;19655
5005681;10/7/1977;3;1977;7;19777
5005707;12/9/1976;4;1976;9;19769
5005806;;1;;;
5006002;9/12/2011;3;2011;12;201112
5006200;9/9/2020;4;2020;9;20209
5006309;;4;;;
5006408;;1;;;
5006606;;5;;;
5006903;8/2/1971;3;1971;2;19712
5007109;11/10/1986;2;1986;10;198610
5007208;5/6/1985;4;1985;6;19856
5007406;;2;;;
5007695;9/2/2013;3;2013;2;20132
5007703;;1;;;
5007901;7/11/2012;3;2012;11;201211
5007935;4/7/2003;2;2003;7;20037
5008008;;1;;;
5008305;10/8/1942;8;1942;8;19428
5100201;;3;;;
5100250;6/4/1979;5;1979;4;19794
5100300;;2;;;
5100409;3/12/1986;2;1986;12;198612
5100607;10/10/1989;3;1989;10;198910
5101258;3/7/1991;2;1991;7;19917
5101308;6/3/1975;2;1975;3;19753
5101407;;1;;;
5101704;11/8/1976;3;1976;8;19768
5101803;4/4/1970;7;1970;4;19704
5101902;;1;;;
5102504;6/10/1942;7;1942;10;194210
5102603;1/10/1983;2;1983;10;198310
5102637;3/7/1991;4;1991;7;19917
5102678;3/7/1991;3;1991;7;19917
5102686;;1;;;
5102702;;3;;;
5103007;6/2/1975;2;1975;2;19752
5103056;;2;;;
5103205;3/6/1978;3;1978;6;19786
5103304;3/4/1986;2;1986;4;19864
5103353;;3;;;
5103403;7/6/1971;60;1971;6;19716
5103502;3/8/1974;3;1974;8;19748
5103700;12/4/2012;1;2012;4;20124
5103858;;1;;;
5104104;3/8/1999;3;1999;8;19998
5104203;;1;;;
5104526;;1;;;
5104559;3/6/2009;1;2009;6;20096
5104609;;2;;;
5104807;7/10/1981;3;1981;10;198110
5104906;10/10/1989;1;1989;10;198910
5105002;;1;;;
5105101;2/9/1987;4;1987;9;19879
5105150;6/7/1985;3;1985;7;19857
5105176;6/7/1985;1;1985;7;19857
5105200;;1;;;
5105259;3/7/1991;10;1991;7;19917
5105507;;1;;;
5105580;;1;;;
5105606;6/6/2003;2;2003;6;20036
5105622;;3;;;
5105903;;1;;;
5106216;12/12/2008;1;2008;12;200812
5106224;3/7/1991;3;1991;7;19917
5106232;;1;;;
5106240;;1;;;
5106257;6/6/1977;2;1977;6;19776
5106281;;2;;;
5106299;;1;;;
5106307;;2;;;
5106372;;1;;;
5106422;;3;;;
5106505;4/10/1967;2;1967;10;196710
5106752;3/4/1985;3;1985;4;19854
5106778;6/1/1981;1;1981;1;19811
5106802;5/5/1980;1;1980;5;19805
5107008;;1;;;
5107040;2/5/1985;6;1985;5;19855
5107065;11/8/2011;3;2011;8;20118
5107107;9/9/1988;2;1988;9;19889
5107180;;1;;;
5107206;;1;;;
5107305;3/7/1991;2;1991;7;19917
5107602;9/11/2006;14;2006;11;200611
5107701;;1;;;
5107800;;1;;;
5107859;12/10/1975;2;1975;10;197510
5107875;3/8/2013;4;2013;8;20138
5107909;7/12/1976;9;1976;12;197612
5107925;;8;;;
5107941;;1;;;
5107958;9/5/1980;8;1980;5;19805
5108006;;2;;;
5108055;;1;;;
5108204;3/3/1980;1;1980;3;19803
5108402;11/6/1978;12;1978;6;19786
5108501;1/11/2008;1;2008;11;200811
5108600;7/12/1991;2;1991;12;199112
5108956;;1;;;
5200100;;2;;;
5200134;;3;;;
5200258;11/11/2005;6;2005;11;200511
5200308;7/11/1975;4;1975;11;197511
5200605;3/8/2004;1;2004;8;20048
5200803;3/8/1991;2;1991;8;19918
5201108;7/2/1970;27;1970;2;19702
5201306;3/11/1986;4;1986;11;198611
5201405;9/9/2002;17;2002;9;20029
5201702;;2;;;
5202155;;1;;;
5202502;5/10/2004;1;2004;10;200410
5202601;;1;;;
5203203;;1;;;
5203302;11/12/2012;3;2012;12;201212
5203401;5/7/1991;1;1991;7;19917
5203500;11/4/1974;4;1974;4;19744
5203807;6/12/1978;1;1978;12;197812
5203906;12/5/1942;1;1942;5;19425
5204003;;1;;;
5204102;;1;;;
5204250;10/10/2016;1;2016;10;201610
5204300;;2;;;
5204409;;3;;;
5204508;3/3/1986;6;1986;3;19863
5204706;5/7/1991;3;1991;7;19917
5204805;;1;;;
5204904;;4;;;
5204953;10/10/1989;1;1989;10;198910
5205000;11/6/1965;1;1965;6;19656
5205059;;1;;;
5205109;9/1/1952;7;1952;1;19521
5205307;;1;;;
5205406;7/2/1960;4;1960;2;19602
5205455;2/9/2004;1;2004;9;20049
5205471;5/9/1991;2;1991;9;19919
5205497;;2;;;
5205513;3/6/2013;1;2013;6;20136
5205802;12/10/1986;3;1986;10;198610
5205901;3/8/2004;3;2004;8;20048
5206206;12/8/1986;4;1986;8;19868
5206404;;4;;;
5207253;3/6/1991;1;1991;6;19916
5207402;8/9/1982;2;1982;9;19829
5207600;;1;;;
5207808;5/10/2004;3;2004;10;200410
5208004;1/7/1957;7;1957;7;19577
5208103;4/12/2004;1;2004;12;200412
5208400;;1;;;
5208509;;1;;;
5208608;10/12/1963;5;1963;12;196312
5208707;1/3/1938;153;1938;3;19383
5208806;11/12/2012;2;2012;12;201212
5208905;1/3/1947;4;1947;3;19473
5209101;4/8/2002;5;2002;8;20028
5209200;;2;;;
5209705;;3;;;
5209937;;1;;;
5209952;3/8/1991;2;1991;8;19918
5210000;5/11/1946;4;1946;11;194611
5210109;7/2/1940;4;1940;2;19402
5210208;10/4/1965;4;1965;4;19654
5210406;7/10/1957;4;1957;10;195710
5210604;3/8/1991;1;1991;8;19918
5210901;3/8/2004;3;2004;8;20048
5211008;;1;;;
5211206;;4;;;
5211305;;1;;;
5211404;;1;;;
5211503;7/3/1956;7;1956;3;19563
5211701;;1;;;
5211800;;4;;;
5211909;9/1/1952;8;1952;1;19521
5212105;3/8/1991;2;1991;8;19918
5212204;11/8/1965;4;1965;8;19658
5212501;5/10/1985;7;1985;10;198510
5212808;;2;;;
5212956;;1;;;
5213004;5/9/1991;2;1991;9;19919
5213087;;4;;;
5213103;;4;;;
5213756;5/9/1991;3;1991;9;19919
5213806;12/5/1953;5;1953;5;19535
5213905;;1;;;
5214002;9/5/1994;4;1994;5;19945
5214051;;1;;;
5214408;;1;;;
5214507;12/7/2011;4;2011;7;20117
5214606;6/1/1989;5;1989;1;19891
5214838;;3;;;
5214861;;1;;;
5215009;;1;;;
5215231;7/8/2013;4;2013;8;20138
5215306;2/2/2004;3;2004;2;20042
5215504;12/8/2003;1;2003;8;20038
5215603;;3;;;
5215702;11/10/1962;4;1962;10;196210
5216304;;1;;;
5216403;9/6/1994;4;1994;6;19946
5216809;2/2/2004;2;2004;2;20042
5217104;6/1/1989;4;1989;1;19891
5217203;7/11/1977;4;1977;11;197711
5217302;;4;;;
5217401;10/8/1960;4;1960;8;19608
5217609;8/4/2009;5;2009;4;20094
5217708;11/11/1969;4;1969;11;196911
5218003;9/7/1963;4;1963;7;19637
5218300;;4;;;
5218508;2/1/1982;4;1982;1;19821
5218607;;1;;;
5218805;12/7/1942;17;1942;7;19427
5218904;12/7/2011;4;2011;7;20117
5219001;7/8/1977;2;1977;8;19778
5219100;;1;;;
5219308;4/8/2002;4;2002;8;20028
5219407;4/5/1979;1;1979;5;19795
5219704;;3;;;
5219753;2/4/2013;4;2013;4;20134
5219803;;2;;;
5220009;;1;;;
5220108;6/7/1963;4;1963;7;19637
5220207;11/9/1978;4;1978;9;19789
5220405;1/6/1975;4;1975;6;19756
5220454;8/12/2020;5;2020;12;202012
5220504;;2;;;
5220603;6/1/1989;3;1989;1;19891
5221403;6/7/1985;6;1985;7;19857
5221601;6/5/1963;4;1963;5;19635
5221700;;2;;;
5221858;3/7/1991;7;1991;7;19917
5222005;5/12/1975;3;1975;12;197512
5222054;;2;;;
5300108;5/2/1936;351;1936;2;19362
Total Result;7/1/1908;16953;1908;1;19081
