#DATA_BASE;UF;NOME_INSTITUICAO;AGEN_ESPERADAS;AGEN_PROCESSADAS;VERBETE_160_OPERACOES_DE_CREDITO;VERBETE_161_EMPRES_E_TIT_DESCONTADOS;VERBETE_162_FINANCIAMENTOS;VERBETE_163_FIN_RURAIS_AGRICUL_CUST/INVEST;VERBETE_167_FINANCIAMENTOS_AGROINDUSTRIAIS;VERBETE_169_FINANCIAMENTOS_IMOBILIARIOS;VERBETE_420_DEPOSITOS_DE_POUPANCA;VERBETE_432_DEPOSITOS_A_PRAZO;CODMUN_IBGE
202306;PI;BCO BRADESCO S.A.;1;1;3486170;1458322;0;1968496;0;0;13210012;4602910;2202901
202306;PR;ITA� UNIBANCO S.A.;1;1;11361294;11352619;142627;0;0;0;29868361;13586835;4123907
202306;PR;BCO DO BRASIL S.A.;1;1;181626840;31583814;1684089;137513462;0;4020615;30239582;10001860;4123303
202306;PR;BCO DO BRASIL S.A.;1;1;43564713;18038005;864105;20224438;0;340506;71142235;11294903;4125100
202306;PR;BCO DO BRASIL S.A.;1;1;156002157;17920076;1407896;129916567;21;2902152;13638675;4137820;4124806
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;48156934;14175652;22617;49147;0;34764748;11334275;8909352;4124806
202306;PR;BCO DO BRASIL S.A.;1;1;193762591;19115359;1734236;146496220;0;5320315;19930619;4967815;4125704
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;124650229;32549454;1537630;5153175;0;88750748;15142196;77378524;4125704
202306;PR;ITA� UNIBANCO S.A.;1;1;9871944;9719013;270838;0;0;0;12872086;13929527;4125704
202306;PR;BCO DO BRASIL S.A.;1;1;39701156;12142912;226837;15877890;0;8281590;11282519;8913260;4124509
202306;PR;ITA� UNIBANCO S.A.;1;1;13764886;13760501;65870;0;0;0;14930121;6507245;4122701
202306;PR;BCO DO BRASIL S.A.;1;1;144129789;48069681;1065565;15141795;0;62013317;55140862;71347566;4103701
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;576543562;67567121;539262;10461897;0;520120973;198114818;209011804;4103701
202306;PR;ITA� UNIBANCO S.A.;1;1;88248773;87714582;851818;0;0;0;82961598;111386878;4103701
202306;PR;BCO BRADESCO S.A.;1;1;18269718;13496784;0;4753286;0;0;55266606;79328386;4103701
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;33638517;35437621;5672879;968907;0;0;16590632;41041903;4103701
202306;PR;ITA� UNIBANCO S.A.;1;1;4970824;5030303;55718;0;0;0;13090753;3656460;4126900
202306;PR;BCO DO BRASIL S.A.;1;1;91900040;18197922;707878;64769108;0;5285728;13715347;2793368;4112504
202306;PR;ITA� UNIBANCO S.A.;1;1;8254895;8162499;138274;0;0;0;16511389;5700227;4112504
202306;PR;BCO BRADESCO S.A.;1;1;5601227;2580267;0;3019266;0;0;16286849;17061719;4112504
202306;PR;BCO DO BRASIL S.A.;1;1;96202959;14263039;654392;76122213;0;1526057;16137107;3074056;4112207
202306;PR;ITA� UNIBANCO S.A.;1;1;7258569;7141025;250253;0;0;0;13746306;9283966;4115101
202306;PR;BCO DO BRASIL S.A.;1;1;72463230;38628376;316658;5634383;0;15877674;44509922;20340389;4109807
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;332063852;46603888;684400;8557113;0;287249997;116005631;45111836;4109807
202306;PR;ITA� UNIBANCO S.A.;1;1;48024899;48033660;271587;0;0;0;37640322;38579200;4109807
202306;PR;BCO BRADESCO S.A.;1;1;7004533;3898819;0;3104733;0;0;38311765;72380409;4109807
202306;PR;BCO DO BRASIL S.A.;1;1;123586217;16001909;1279379;101411865;0;1598945;18514069;68806;4121505
202306;PR;ITA� UNIBANCO S.A.;1;1;8582162;8535349;104355;0;0;0;18079287;3406766;4121505
202306;PR;BCO DO BRASIL S.A.;1;1;98059207;20626346;1249355;69041689;10;2270371;17913336;2089863;4127205
202306;PR;ITA� UNIBANCO S.A.;1;1;15330277;15116674;256048;0;0;0;14397833;4296175;4127205
202306;PR;BCO BRADESCO S.A.;1;1;14760244;3934962;0;10822593;0;0;30275200;25728374;4127205
202306;PR;BCO DO BRASIL S.A.;1;1;52472822;15497595;1027749;31947670;0;1533218;14857546;3471062;4126306
202306;PR;ITA� UNIBANCO S.A.;1;1;15782325;15675828;208768;0;0;0;21542633;36310939;4126306
202306;PR;ITA� UNIBANCO S.A.;1;1;4440076;4404696;80950;0;0;0;9825416;4825772;4107702
202306;PR;ITA� UNIBANCO S.A.;1;1;12076279;12261965;0;0;0;0;30637474;12922387;4100301
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;151277415;27112082;165746;738122;0;85709397;88765502;9879308;4121802
202306;PR;BCO DO BRASIL S.A.;1;1;67936713;15199401;861406;34867250;0;5578965;15484199;14149582;4105607
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;147743372;24269249;51057;845875;0;126387563;24268027;24906272;4105607
202306;PR;ITA� UNIBANCO S.A.;1;1;6486673;6461278;51352;0;0;0;8969539;10645004;4105607
202306;PR;BCO DO BRASIL S.A.;1;1;193253140;77888692;9269639;89950705;0;10416442;10563042;3338654;4126603
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;121465418;33647954;8756;1005973;0;89027452;71190307;7876877;4126603
202306;PR;ITA� UNIBANCO S.A.;1;1;17630904;17698342;59982;0;0;0;12294476;10368847;4126603
202306;PR;BCO BRADESCO S.A.;1;1;14518948;4698008;0;9820480;0;0;7790489;19715681;4126603
202306;PR;BCO DO BRASIL S.A.;1;1;56963630;24879115;709723;21091628;2;4116122;21988935;21077230;4127502
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;52103477;14958053;212568;219280;0;38114291;12124131;13802939;4127502
202306;PR;ITA� UNIBANCO S.A.;1;1;5838554;5820300;27113;0;0;0;7062966;2451903;4107108
202306;PR;BCO DO BRASIL S.A.;1;1;60607068;20560550;648739;33529438;0;817858;30467134;5668696;4119400
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;59165959;24453760;983561;1423464;0;34264623;29737642;9800516;4119400
202306;PR;ITA� UNIBANCO S.A.;1;1;20206859;20191122;113096;0;0;0;21814110;35552425;4119400
202306;PR;BCO DO BRASIL S.A.;1;1;122694459;12478946;1526715;89426843;0;11643461;27235158;6835907;4100707
202306;PR;ITA� UNIBANCO S.A.;1;1;13642597;13512946;301901;0;0;0;22268679;6211848;4108007
202306;PR;BCO DO BRASIL S.A.;1;1;437846425;209394325;4719553;156033912;0;30132340;92375985;53957371;4128104
202306;PR;CAIXA ECONOMICA FEDERAL;2;2;1369109519;197469294;680357;37165500;0;1022916044;314071350;639981078;4128104
202306;PR;ITA� UNIBANCO S.A.;2;2;151073355;147544816;3923574;0;0;0;123525084;206445269;4128104
202306;PR;BCO BRADESCO S.A.;1;1;98180180;36624059;0;61508353;0;0;88872321;156725509;4128104
202306;PR;BCO SANTANDER (BRASIL) S.A.;2;2;67879418;57897892;9996834;14885112;0;0;19590826;28222788;4128104
202306;PR;BCO DO BRASIL S.A.;1;1;111689974;14011529;2096935;90321620;5;970043;29013459;1930846;4110102
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;88458513;24691645;163502;2314474;0;62240593;27914005;21225114;4110102
202306;PR;ITA� UNIBANCO S.A.;1;1;26081898;25926014;67401;0;0;0;29276652;33118271;4110102
202306;PR;BCO BRADESCO S.A.;1;1;5602800;5236592;0;365343;0;0;13976810;30833486;4110102
202306;PR;BCO DO BRASIL S.A.;1;1;31347790;26087557;267382;344554;0;807884;7398321;2980088;4101200
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;107990365;31800172;0;0;0;79088707;42666878;18579218;4101200
202306;PR;ITA� UNIBANCO S.A.;1;1;18228732;18277313;79788;0;0;0;6181008;12039584;4101200
202306;PR;BCO DO BRASIL S.A.;1;1;129767422;45073457;2527409;28670141;0;31748146;60577911;27951001;4122404
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;507452148;34864766;188359;1572251;0;483296550;142766511;88097603;4122404
202306;PR;ITA� UNIBANCO S.A.;1;1;70615282;70517150;182152;0;0;0;63138062;48757657;4122404
202306;PR;BCO BRADESCO S.A.;1;1;6885268;6844422;0;40845;0;0;37958541;66587799;4122404
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;81101161;58841093;8833250;25103808;0;0;19068864;29860483;4122404
202306;PR;BCO DO BRASIL S.A.;1;1;103884692;47158911;3254532;37030639;126023;5733509;34898400;8663030;4105904
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;187584875;36512529;232971;5406318;0;151911882;72260953;19981651;4105904
202306;PR;ITA� UNIBANCO S.A.;1;1;17711757;17646214;215282;0;0;0;22049835;9956612;4105904
202306;PR;BCO BRADESCO S.A.;1;1;8508172;4531203;0;3972312;0;0;27413224;28459506;4105904
202306;PR;BCO DO BRASIL S.A.;1;1;55123060;12477646;241758;38495475;1;1097279;7632942;2123327;4127809
202306;PR;ITA� UNIBANCO S.A.;1;1;3807531;3787761;27654;0;0;0;11128485;3228380;4127809
202306;PR;BCO DO BRASIL S.A.;1;1;166336208;37256539;2284164;104190025;0;6580912;37933305;25477129;4108601
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;247576792;41283867;329111;71356290;0;138214942;74818933;25096885;4108601
202306;PR;ITA� UNIBANCO S.A.;1;1;21878591;21168413;776127;0;0;0;21656621;16400507;4108601
202306;PR;BCO BRADESCO S.A.;1;1;14794391;4087256;0;10707060;0;0;18135890;16457112;4108601
202306;PR;BCO DO BRASIL S.A.;3;3;556165032;398290141;25747047;3614035;12;54951199;115000839;178001134;4108304
202306;PR;CAIXA ECONOMICA FEDERAL;4;4;1722000645;361417458;966213;133878;0;1391943694;466304790;373549269;4108304
202306;PR;ITA� UNIBANCO S.A.;3;3;241905360;232296334;3923016;6535781;0;0;117805408;316704694;4108304
202306;PR;BCO BRADESCO S.A.;3;3;17808171;17794413;0;0;0;0;68814653;354564522;4108304
202306;PR;BCO SANTANDER (BRASIL) S.A.;5;5;216710762;218835525;27517544;6476475;0;0;99500778;342039285;4108304
202306;PR;BCO DO BRASIL S.A.;1;1;160635937;48573792;3040399;99104774;0;4210683;20565993;6236811;4112801
202306;PR;ITA� UNIBANCO S.A.;1;1;10696357;10588870;49539;0;0;0;25233796;13703742;4112801
202306;PR;BCO BRADESCO S.A.;1;1;7111368;2464584;0;4632793;0;0;14187557;25784753;4112801
202306;PR;BCO DO BRASIL S.A.;1;1;159063328;63501744;4824236;62637773;0;5872876;46390748;16296255;4113502
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;242783145;50117881;30385;2183108;0;199333914;58004482;48598224;4113502
202306;PR;ITA� UNIBANCO S.A.;1;1;36343095;36350326;84164;0;0;0;18288279;17877442;4113502
202306;PR;BCO BRADESCO S.A.;1;1;15309359;6271522;0;9037837;0;0;10386375;32967510;4113502
202306;PR;ITA� UNIBANCO S.A.;1;1;6214659;6293140;0;0;0;0;18297612;3308115;4117206
202306;PR;BCO DO BRASIL S.A.;1;1;45341756;13026336;249270;24374376;0;2460087;25348380;9728219;4120507
202306;PR;BCO BRADESCO S.A.;1;1;1025082;857758;0;167324;0;0;9503827;16427608;4120507
202306;PR;BCO DO BRASIL S.A.;1;1;71237569;13056160;82301;40049624;0;3803289;31798767;4849200;4128401
202306;PR;ITA� UNIBANCO S.A.;1;1;10049623;9989867;133531;0;0;0;27503627;8388842;4128401
202306;PR;BCO DO BRASIL S.A.;1;1;218437469;65458310;1660042;122373733;32;7852437;89868045;46861338;4110706
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;394283822;71204829;2756220;57960305;0;270007374;211696382;75532987;4110706
202306;PR;ITA� UNIBANCO S.A.;1;1;38554218;38159595;597554;0;0;0;38384802;162615959;4110706
202306;PR;BCO BRADESCO S.A.;1;1;4116267;2663179;0;1448416;0;0;47342244;60328464;4110706
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;15075507;13077557;1936701;2741977;0;0;857698;5664254;4110706
202306;PR;BCO BRADESCO S.A.;1;1;24983011;2448275;0;22529937;0;0;18937846;16387611;4111308
202306;PR;BCO DO BRASIL S.A.;1;1;100920405;78282382;2425296;982693;0;6009956;37764232;13211333;4120804
202306;PR;ITA� UNIBANCO S.A.;1;1;84042371;82926784;935280;0;0;0;45270510;59398478;4120804
202306;PR;BCO BRADESCO S.A.;1;1;2266389;2264024;0;0;0;0;18173868;48474988;4120804
202306;PR;ITA� UNIBANCO S.A.;1;1;8317649;8226435;111950;0;0;0;12447236;2930590;4119202
202306;PR;BCO DO BRASIL S.A.;1;1;248712007;33818683;6128993;194253734;0;7196118;34956118;12405584;4123006
202306;PR;ITA� UNIBANCO S.A.;1;1;16258333;15990826;395337;0;0;0;17763374;12412652;4123006
202306;PR;ITA� UNIBANCO S.A.;1;1;9359820;9267102;150161;0;0;0;14615408;2333538;4104402
202306;PR;BCO DO BRASIL S.A.;1;1;120161840;22956381;740655;86491317;18;2034842;17121975;22916236;4105003
202306;PR;BCO DO BRASIL S.A.;1;1;75627107;13272249;810494;59359169;0;84212;9034821;7364854;4104709
202306;PR;ITA� UNIBANCO S.A.;1;1;15874436;16068315;0;0;0;0;24335924;13342086;4104709
202306;PR;ITA� UNIBANCO S.A.;1;1;9988650;10011849;16490;0;0;0;16392696;5671780;4126009
202306;PR;BCO DO BRASIL S.A.;1;1;64079104;18258481;466824;40579402;0;907951;20321274;3772731;4102505
202306;PR;ITA� UNIBANCO S.A.;1;1;11626069;11327924;337395;0;0;0;20315538;7415663;4102505
202306;PR;BCO DO BRASIL S.A.;1;1;57767370;18782811;530064;31233655;0;2397299;12596219;1853381;4111902
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;226950921;12992962;1884;24997;0;222482359;19369137;3492108;4111902
202306;PR;ITA� UNIBANCO S.A.;1;1;20536607;20384423;368629;0;0;0;22547089;12716925;4111902
202306;PR;BCO BRADESCO S.A.;1;1;4094885;1560260;0;2517222;0;0;16802271;13673536;4111902
202306;PR;BCO DO BRASIL S.A.;1;1;155198686;45655587;1554121;80071421;2;8365726;58624197;22192036;4114104
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;279416470;19648926;14551;12661680;0;256109926;21893620;19775831;4114104
202306;PR;ITA� UNIBANCO S.A.;1;1;15852112;15361771;295416;0;0;0;30475893;17849084;4114104
202306;PR;BCO BRADESCO S.A.;1;1;3822946;2735273;0;1080834;0;0;22136771;32198631;4114104
202306;PR;BCO DO BRASIL S.A.;1;1;285360355;40259203;336421;231326996;22;4725470;50121671;6115719;4114500
202306;PR;BCO BRADESCO S.A.;1;1;1755280;751258;0;992472;0;0;8206559;8412200;4114500
202306;PR;BCO DO BRASIL S.A.;1;1;61097911;14071913;656176;42008463;0;1787156;7145310;6931633;4105300
202306;PR;BCO DO BRASIL S.A.;1;1;94692916;43609262;1085934;17855611;0;15275452;38615488;17825892;4102802
202306;PR;ITA� UNIBANCO S.A.;1;1;14325241;14269887;71233;0;0;0;23350980;11127854;4102802
202306;PR;BCO BRADESCO S.A.;1;1;4757653;4714416;0;43237;0;0;25725659;91170965;4102802
202306;PR;BCO DO BRASIL S.A.;1;1;99128648;15066641;817381;77132419;0;3155280;10948135;5948936;4117222
202306;PR;BCO DO BRASIL S.A.;1;1;287528028;38448160;1942859;227799027;0;5539914;19643433;4601425;4101606
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;129242142;36066209;335979;37900132;0;57117826;23269541;21381383;4101606
202306;PR;ITA� UNIBANCO S.A.;1;1;14618800;14385080;342766;0;0;0;15495445;19372595;4101606
202306;PR;BCO BRADESCO S.A.;1;1;2408258;988061;0;1420198;0;0;4366954;11693532;4101606
202306;PR;BCO DO BRASIL S.A.;1;1;106001681;15717226;355140;76586435;0;2375650;44064015;12296681;4101903
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;146237399;23419518;260393;5432904;0;90257120;68035521;50224096;4101903
202306;PR;ITA� UNIBANCO S.A.;1;1;9979786;9937756;127122;0;0;0;25514651;9802558;4101903
202306;PR;BCO BRADESCO S.A.;1;1;4998178;3780484;0;1217568;0;0;21473339;33745364;4101903
202306;PR;BCO DO BRASIL S.A.;1;1;343036218;79182915;3833237;238121274;0;9239357;42190744;49018824;4113304
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;207743714;53419967;116980;5320488;0;154388426;76498415;80471820;4113304
202306;PR;ITA� UNIBANCO S.A.;1;1;41615381;30965592;488846;10345164;0;0;11886945;17688211;4113304
202306;PR;BCO BRADESCO S.A.;1;1;10601790;2622974;0;7975623;0;0;15920635;22896638;4113304
202306;PR;BCO DO BRASIL S.A.;1;1;59845974;19139702;837139;22691528;0;7733218;34484512;20749192;4114807
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;379615958;29853668;118776;19749661;0;340232208;75692466;32491039;4114807
202306;PR;ITA� UNIBANCO S.A.;1;1;50648804;49914549;572975;0;0;0;34840581;60843108;4114807
202306;PR;BCO BRADESCO S.A.;1;1;10566907;7405821;0;3149397;0;0;21315435;37006015;4114807
202306;PR;BCO DO BRASIL S.A.;11;11;4607650361;1163182286;172663699;2795957120;2853662;257666101;370039486;458385864;4115200
202306;PR;CAIXA ECONOMICA FEDERAL;9;9;5888938900;937893183;70540046;251706580;0;4623800543;1216200923;942665585;4115200
202306;PR;BCO SAFRA S.A.;1;1;352407083;232659742;101891281;3999857;0;0;0;0;4115200
202306;PR;ITA� UNIBANCO S.A.;8;8;1103814901;1050401404;36522921;15609478;0;0;550416985;1520568870;4115200
202306;PR;BCO BRADESCO S.A.;4;4;266906931;90115869;0;176557376;0;0;231968140;1463811597;4115200
202306;PR;BCO SANTANDER (BRASIL) S.A.;9;9;637398374;456072487;51250666;182491358;1137482;0;95365856;675487263;4115200
202306;PR;BCO DO BRASIL S.A.;2;2;705948634;350394776;32292495;242441835;3;34329799;119788335;129620358;4118501
202306;PR;CAIXA ECONOMICA FEDERAL;2;2;976557276;183028384;1376093;111357568;0;699067438;291804527;118143599;4118501
202306;PR;ITA� UNIBANCO S.A.;1;1;174762230;141730970;3948135;29815847;0;0;50630774;220886787;4118501
202306;PR;BCO BRADESCO S.A.;1;1;16319388;8158576;0;8128859;0;0;27396747;80070220;4118501
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;39332476;28002676;9106540;6934814;0;0;1138787;15996073;4118501
202306;PR;BCO DO BRASIL S.A.;1;1;182571628;44398446;2296081;103157714;0;14123990;25376595;23818898;4117602
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;180146365;45878507;341489;446545;0;138150556;55815319;51561986;4117602
202306;PR;ITA� UNIBANCO S.A.;1;1;30859436;30528586;602124;0;0;0;17759595;33367120;4117602
202306;PR;BCO BRADESCO S.A.;1;1;9196492;1181031;0;8009726;0;0;16211210;34956463;4117602
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;14304618;15714853;1447417;242697;0;0;4637801;28484372;4117602
202306;PR;BCO DO BRASIL S.A.;1;1;434148091;39460407;1584161;343554841;0;22288131;20950183;8922724;4117909
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;228767512;24162182;5994;34295603;0;172500128;45829309;26340866;4117909
202306;PR;ITA� UNIBANCO S.A.;1;1;207138810;31906663;429493;175000000;0;0;17663464;172285816;4117909
202306;PR;BCO BRADESCO S.A.;1;1;9357523;4711939;0;4645585;0;0;16775528;37338004;4117909
202306;PR;BCO DO BRASIL S.A.;1;1;232518106;39992484;1738480;168564261;17;7611963;37038831;32244566;4115804
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;349012823;67624680;459693;53520843;0;232074544;91407788;72813459;4115804
202306;PR;ITA� UNIBANCO S.A.;1;1;27772077;27235114;673714;0;0;0;20477937;19814360;4115804
202306;PR;BCO BRADESCO S.A.;1;1;7750147;3675939;0;4074207;0;0;13845867;36206168;4115804
202306;PR;BCO SANTANDER (BRASIL) S.A.;1;1;20377285;20403536;2213277;613566;0;0;1256252;9679390;4115804
202306;PR;BCO DO BRASIL S.A.;1;1;92965911;24284166;127273;53936253;0;5199112;19126175;17672716;4106308
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;153911217;24770870;58904;12628705;0;119422228;50457526;20233627;4106308
202306;PR;ITA� UNIBANCO S.A.;1;1;17297436;14176228;160789;3019353;0;0;10181499;11402243;4106308
202306;PR;BCO BRADESCO S.A.;1;1;7177485;4577521;0;2599965;0;0;3757404;13032463;4106308
202306;PR;BCO DO BRASIL S.A.;1;1;155106015;21915761;669688;124133705;0;2917025;23074107;4738709;4116109
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;135047600;18136668;157903;10144655;0;110975071;17103478;976912;4116109
202306;PR;BCO DO BRASIL S.A.;1;1;129739979;14332118;1523314;106103256;1;2925627;12213640;2396682;4116703
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;86545073;17756490;18156;16445737;0;54461070;12592025;6768746;4116703
202306;PR;ITA� UNIBANCO S.A.;1;1;7716683;7693003;50886;0;0;0;11929038;4778054;4117008
202306;PR;BCO DO BRASIL S.A.;1;1;76873029;21155713;1008548;40975338;0;9013264;23455330;10083933;4106605
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;160299911;32815387;8502;868913;0;131757402;25211637;48271889;4106605
202306;PR;ITA� UNIBANCO S.A.;1;1;15582470;15673484;103702;0;0;0;10658832;15421932;4106605
202306;PR;BCO BRADESCO S.A.;1;1;10617872;1363752;0;9235480;0;0;17015237;12070579;4106605
202306;PR;ITA� UNIBANCO S.A.;1;1;18959100;18579938;602602;0;0;0;34958919;19027466;4117305
202306;PR;BCO BRADESCO S.A.;1;1;3285160;643153;0;2642007;0;0;9069590;10159631;4117305
202306;PR;BCO DO BRASIL S.A.;49;49;21597458793;4917033836;5829257330;2793805864;286099135;739376908;2495285110;4146434508;4106902
202306;PR;CAIXA ECONOMICA FEDERAL;56;56;34780710423;5365943284;352457561;1568577646;0;18660665908;7823974699;25378786245;4106902
202306;PR;BANCO INTER;1;1;1;0;0;0;0;0;0;0;4106902
202306;PR;BANCO BARI S.A.;1;1;927613894;876883643;0;0;0;19585584;0;507810338;4106902
202306;PR;BCO COOPERATIVO SICREDI S.A.;1;1;514037357;89218543;0;0;0;0;0;0;4106902
202306;PR;BCO ALFA S.A.;1;1;102655003;102610084;0;0;0;0;0;0;4106902
202306;PR;BCO CCB BRASIL S.A.;1;1;988163612;148867858;730076002;108397637;0;0;360524;0;4106902
202306;PR;BANCO FINAXIS;1;1;8638790;0;0;0;0;0;0;0;4106902
202306;PR;BCO SENFF S.A.;1;1;260636521;213136474;45173195;0;0;0;0;293811149;4106902
202306;PR;PARANA BCO S.A.;1;1;7005569240;6834303619;0;0;0;0;0;4686618400;4106902
202306;PR;BCO ITA� BBA S.A.;1;1;133646;0;0;0;0;0;0;0;4106902
202306;PR;BCO ABC BRASIL S.A.;1;1;856826;0;0;0;0;0;0;0;4106902
202306;PR;BANCO BTG PACTUAL S.A.;1;1;58639;0;0;0;0;0;0;0;4106902
202306;PR;BCO INDUSTRIAL DO BRASIL S.A.;1;1;10013;0;0;0;0;0;0;0;4106902
202306;PR;BCO CITIBANK S.A.;3;3;2299283745;90535607;1197379617;225938033;0;0;0;0;4106902
202306;PR;BCO SAFRA S.A.;3;3;2476218166;816111514;451263530;157331976;0;0;0;0;4106902
202306;PR;ITA� UNIBANCO S.A.;47;47;5894834689;5688453365;161405752;20599086;0;0;3529965540;15390937373;4106902
202306;PR;BCO BRADESCO S.A.;39;39;1025792586;339552679;0;681780391;0;0;1559643599;11652624499;4106902
202306;PR;BCO SOFISA S.A.;1;1;381133172;286786518;75414130;16332700;0;0;0;0;4106902
202306;PR;BCO BMG S.A.;2;2;325013673;16177622;0;0;0;0;0;5218211;4106902
202306;PR;BCO DAYCOVAL S.A;1;1;0;0;0;0;0;0;0;0;4106902
202306;PR;BCO RENDIMENTO S.A.;1;1;1049982;1040457;0;0;0;0;0;0;4106902
202306;PR;BCO SANTANDER (BRASIL) S.A.;50;50;2955257064;2468815596;497036640;23545472;8304802;0;913312347;7878357816;4106902
202306;PR;BCO DO ESTADO DO RS S.A.;1;1;157826297;157376000;390687;0;0;0;4001781;0;4106902
202306;PR;BCO DO BRASIL S.A.;1;1;69913823;11153377;385159;45337074;0;5014084;13665249;6262760;4123709
202306;PR;BCO BRADESCO S.A.;1;1;6551327;641148;0;5909759;0;0;13025258;18824903;4123709
202306;PR;ITA� UNIBANCO S.A.;1;1;12416593;12337238;144844;0;0;0;20382418;14781833;4123402
202306;PR;ITA� UNIBANCO S.A.;1;1;5952479;5908614;61056;0;0;0;14934276;5241272;4124608
202306;PR;BCO DO BRASIL S.A.;3;3;498128679;314088689;17290089;62465539;0;57480309;153005894;324787586;4125506
202306;PR;CAIXA ECONOMICA FEDERAL;5;5;2532530545;478020213;1044746;901377;0;2130084868;781099951;273339454;4125506
202306;PR;BCO SAFRA S.A.;1;1;198290676;187989009;7882776;0;0;0;0;0;4125506
202306;PR;ITA� UNIBANCO S.A.;4;4;481425151;463882565;16912451;0;0;0;233864607;692193258;4125506
202306;PR;BCO BRADESCO S.A.;2;2;28189368;26725696;0;1391592;0;0;129221244;389668282;4125506
202306;PR;BCO SANTANDER (BRASIL) S.A.;6;6;231556422;239235153;37004216;0;0;0;74801239;239775204;4125506
202306;PR;BCO BRADESCO S.A.;1;1;7920831;1634456;0;6278646;0;0;18648658;18342422;4124905
202306;PR;BCO DO BRASIL S.A.;1;1;183817509;38507763;2230244;124806921;0;10897795;26706012;9447427;4125803
202306;PR;BCO BRADESCO S.A.;1;1;1670008;1021454;0;636566;0;0;14564531;13460486;4125803
202306;PR;ITA� UNIBANCO S.A.;1;1;8230239;8269650;0;0;0;0;19736046;9251982;4103800
202306;PR;BCO BRADESCO S.A.;1;1;8070594;635143;0;7435411;0;0;14136920;10666118;4126702
202306;PR;BCO DO BRASIL S.A.;1;1;97347280;36453294;2447573;44216924;251;4207172;16640182;23513798;4112009
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;184282949;56513185;154143;899405;0;131379020;65423114;46342269;4112009
202306;PR;ITA� UNIBANCO S.A.;1;1;53644562;52545495;1409161;0;0;0;31290563;104869186;4112009
202306;PR;BCO DO BRASIL S.A.;1;1;220143590;163923246;3775269;954962;1;16667319;95833476;118151427;4118204
202306;PR;CAIXA ECONOMICA FEDERAL;2;2;1002887268;215228401;456823;31877;0;669733775;276679003;413928670;4118204
202306;PR;ITA� UNIBANCO S.A.;2;2;145009933;141519815;3956931;0;0;0;85437682;224401948;4118204
202306;PR;BCO BRADESCO S.A.;1;1;6020652;6018620;0;0;0;0;42956302;122181521;4118204
202306;PR;BCO SANTANDER (BRASIL) S.A.;2;2;98295649;112110638;9899370;0;0;0;22577165;90746006;4118204
202306;PR;BCO DO BRASIL S.A.;1;1;59762905;17005653;465845;34728239;0;3266706;21301767;7313807;4100103
202306;PR;BCO DO BRASIL S.A.;1;1;56664856;13793572;153968;32530058;0;2332344;25762746;11701412;4127304
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;98073560;25451424;0;2925534;0;72037119;19354705;14353276;4127304
202306;PR;BCO DO BRASIL S.A.;1;1;88178921;14425451;442361;65743952;25107;2977176;17409810;7562192;4126405
202306;PR;ITA� UNIBANCO S.A.;1;1;5839572;5791651;75366;0;0;0;15129935;5959165;4126405
202306;PR;BCO DO BRASIL S.A.;1;1;155226251;34339388;632234;111322986;112;1222884;30151859;11993404;4128500
202306;PR;CAIXA ECONOMICA FEDERAL;1;1;122055971;23259218;16719;14995679;0;53487052;75464839;20400181;4128500
202306;PR;ITA� UNIBANCO S.A.;1;1;19323703;19317846;126702;0;0;0;22067431;16425861;4128500
